,voxel_x,voxel_y,voxel_z,currentStep,struggleValue,rowCount
4517,1.1,0.7,-2.6,5,117.2541519,1
3230,0.9,0.7,-2.9,5,99.3158197,1
5120,1.1,1.4,-2.8,5,59.3532366,12
4720,1.1,0.9,-2.4,5,71.5874563,2
2752,0.8,0.6,-2.6,5,117.2541519,1
5594,1.2,1.1,-2.6,5,110.58187380909091,11
74,-1.4,0.9,-4.5,5,20.8077544,1
5403,1.2,1.0,-3.1,5,99.3158197,4
3143,0.8,1.2,-2.5,5,85.8089956,6
3968,1.0,0.9,-3.0,5,50.36679169285714,14
6397,1.4,1.0,-3.1,5,26.7900142,2
547,-1.2,0.7,-4.4,5,17.6920607,2
3224,0.9,0.6,-2.6,5,117.2541519,1
12,-1.5,0.7,-4.5,5,20.8077544,10
179,-1.3,0.6,-4.3,5,17.6920607,22
6250,1.3,1.3,-2.8,5,43.8590929,1
3992,1.0,0.9,-2.8,5,51.74404665749999,40
4078,1.0,1.0,-2.9,5,49.922528,3
1167,-1.1,1.2,-4.2,5,29.8905762,37
2416,0.7,0.7,-2.7,5,70.77658335,2
1153,-1.1,1.2,-4.3,5,29.8905762,1
6051,1.3,1.0,-2.7,5,60.20540194,5
4712,1.1,0.9,-2.5,5,74.24675682,5
4485,1.1,0.7,-2.8,5,103.36856777142857,7
5096,1.1,1.4,-3.2,5,32.8974776,1
4043,1.0,0.9,-2.5,5,95.26424112068966,29
709,-1.2,1.0,-4.1,5,20.8077544,5
6013,1.3,1.0,-2.9,5,41.8890723,1
71,-1.4,0.9,-4.6,5,20.8077544,4
3237,0.9,0.7,-2.8,5,117.2541519,11
1040,-1.1,1.0,-4.2,5,29.8905762,1
3977,1.0,0.9,-2.9,5,55.0766358,14
5095,1.1,1.4,-3.3,5,32.8974776,1
286,-1.3,1.0,-4.5,5,20.8077544,1
36,-1.5,1.0,-3.8,5,20.8077544,2
6436,1.4,1.0,-2.8,5,41.8890723,6
4956,1.1,1.2,-2.9,5,87.7385419,7
3706,0.9,1.4,-3.3,5,32.8974776,2
3704,0.9,1.4,-3.4,5,32.8974776,1
3406,0.9,0.9,-3.0,5,41.8890723,2
4779,1.1,1.0,-2.7,5,94.25586086000001,20
5938,1.3,0.9,-2.9,5,66.10664865000001,2
6496,1.4,1.1,-2.8,5,41.8890723,12
4834,1.1,1.1,-3.1,5,47.3790627125,16
1338,-1.0,1.1,-4.2,5,29.8905762,2
644,-1.2,0.9,-4.0,5,20.8077544,10
1413,-0.9,0.8,-4.5,5,17.6920607,1
2292,0.6,1.0,-2.6,5,99.3158197,2
4205,1.0,1.1,-2.7,5,99.3158197,1
3515,0.9,1.0,-2.6,5,41.295175300000004,5
3415,0.9,0.9,-2.8,5,50.356559037500006,8
867,-1.2,1.2,-4.1,5,29.8905762,19
5214,1.2,0.6,-2.9,5,55.0766358,16
3014,0.8,1.0,-2.8,5,39.6143124,1
3708,0.9,1.4,-2.8,5,32.8974776,3
5159,1.1,1.5,-2.8,5,85.8089956,2
4267,1.0,1.2,-2.9,5,85.8089956,2
3714,0.9,1.4,-2.7,5,32.8974776,3
4734,1.1,1.0,-3.0,5,41.8890723,1
3022,0.8,1.0,-2.7,5,39.6143124,2
4847,1.1,1.1,-2.9,5,90.74016052439025,41
4608,1.1,0.8,-2.5,5,35.283723146875,32
5863,1.2,1.6,-2.8,5,43.8590929,1
5866,1.2,1.6,-2.7,5,43.8590929,14
847,-1.2,1.2,-4.2,5,29.8905762,7
4839,1.1,1.1,-3.0,5,71.16902116666667,3
5900,1.3,0.8,-2.9,5,113.66648545999999,5
2469,0.7,0.8,-2.7,5,24.2990148,2
2536,0.7,0.9,-2.7,5,55.0766358,3
5323,1.2,0.9,-2.9,5,62.92860281111112,36
2484,0.7,0.8,-2.6,5,36.4075142,3
2531,0.7,0.9,-2.8,5,39.6143124,1
5932,1.3,0.9,-3.0,5,40.9584517125,8
3402,0.9,0.9,-3.1,5,41.8890723,9
6450,1.4,1.0,-2.7,5,34.1317901,2
2905,0.8,0.8,-2.4,5,39.6143124,1
6355,1.4,0.9,-3.0,5,99.3158197,7
3427,0.9,0.9,-2.7,5,46.73425710588236,17
5278,1.2,0.8,-2.7,5,31.777461342857144,7
3466,0.9,0.9,-2.4,5,43.40673066,5
4303,1.0,1.2,-2.6,5,68.17182293333333,3
4614,1.1,0.8,-2.4,5,69.8309157,7
4619,1.1,0.8,-2.3,5,33.017046115384616,13
950,-1.1,0.7,-4.3,5,17.6920607,1
3473,0.9,0.9,-2.3,5,117.2541519,1
5894,1.3,0.8,-3.1,5,117.2541519,1
5676,1.2,1.2,-2.7,5,72.889694225,8
4292,1.0,1.2,-2.7,5,85.8089956,1
453,-1.3,1.2,-4.1,5,29.8905762,4
5342,1.2,0.9,-2.8,5,47.330926488,25
3650,0.9,1.2,-2.5,5,32.8974776,1
4634,1.1,0.9,-2.9,5,37.593855014999995,20
1384,-1.0,1.2,-4.1,5,29.8905762,1
6134,1.3,1.1,-2.7,5,41.99561826666667,12
3641,0.9,1.2,-2.6,5,85.8089956,4
2191,0.6,0.8,-2.6,5,36.4075142,1
3500,0.9,1.0,-2.7,5,39.6143124,6
3687,0.9,1.3,-2.6,5,42.5177536,11
6348,1.4,0.9,-3.1,5,117.2541519,1
5485,1.2,1.0,-2.6,5,91.1679151,6
5970,1.3,0.9,-2.7,5,75.841468875,8
5389,1.2,0.9,-2.5,5,117.2541519,1
639,-1.2,0.9,-4.1,5,20.8077544,3
1354,-1.0,1.1,-4.0,5,29.8905762,1
3441,0.9,0.9,-2.6,5,64.66892263333334,6
3680,0.9,1.3,-2.7,5,85.8089956,1
4743,1.1,1.0,-2.9,5,73.09279517142858,14
3455,0.9,0.9,-2.5,5,50.9157081,13
4222,1.0,1.1,-2.6,5,26.7900142,1
2914,0.8,0.8,-2.3,5,39.6143124,3
2179,0.6,0.8,-2.7,5,24.2990148,4
4758,1.1,1.0,-2.8,5,65.36309887741935,62
109,-1.4,1.0,-3.8,5,20.8077544,1
5224,1.2,0.7,-2.9,5,55.0766358,2
2983,0.8,0.9,-2.4,5,39.6143124,1
1578,-0.7,0.8,-4.4,5,17.6920607,2
5955,1.3,0.9,-2.8,5,81.0878087375,8
5655,1.2,1.2,-2.8,5,39.784204636842105,19
4341,1.0,1.3,-2.8,5,85.8089956,2
3531,0.9,1.0,-2.5,5,57.637801688888885,9
4817,1.1,1.0,-2.5,5,34.1317901,1
3049,0.8,1.0,-2.5,5,41.8890723,2
610,-1.2,0.9,-4.4,5,17.6920607,3
5520,1.2,1.1,-3.0,5,41.8890723,2
4901,1.1,1.1,-2.6,5,31.68453146666667,3
4392,1.0,1.4,-2.9,5,32.8974776,1
3852,1.0,0.7,-2.3,5,39.6143124,2
2942,0.8,0.9,-2.7,5,55.0766358,2
2956,0.8,0.9,-2.6,5,54.83799287777778,9
5243,1.2,0.8,-3.1,5,26.4435107,3
2873,0.8,0.8,-2.6,5,24.2990148,1
5634,1.2,1.2,-2.9,5,88.51036042000001,10
3831,1.0,0.7,-2.6,5,105.59026123199999,25
4389,1.0,1.4,-3.0,5,32.8974776,1
5200,1.2,0.5,-3.0,5,55.0766358,2
4387,1.0,1.4,-3.1,5,32.8974776,1
3858,1.0,0.8,-2.9,5,47.618357599999996,4
4386,1.0,1.4,-3.2,5,32.8974776,2
4410,1.0,1.4,-2.7,5,32.8974776,1
1481,-0.9,1.1,-4.0,5,29.8905762,3
4573,1.1,0.8,-2.7,5,90.60931874444445,18
6292,1.3,1.4,-2.7,5,43.8590929,2
5302,1.2,0.8,-2.5,5,33.7311944,15
2459,0.7,0.8,-2.8,5,30.3532645,2
1476,-0.9,1.1,-4.1,5,29.8905762,3
3581,0.9,1.1,-2.7,5,99.3158197,1
531,-1.2,0.6,-4.3,5,17.6920607,2
364,-1.3,1.1,-4.3,5,20.8077544,1
4396,1.0,1.4,-2.8,5,32.8974776,1
5149,1.1,1.5,-2.9,5,85.8089956,1
5421,1.2,1.0,-2.9,5,68.15166784507042,71
4625,1.1,0.9,-3.0,5,60.88316745,2
6540,1.4,1.2,-2.8,5,43.8590929,1
5245,1.2,0.8,-3.0,5,99.3158197,2
5800,1.2,1.4,-2.8,5,85.8089956,2
5203,1.2,0.5,-2.9,5,55.0766358,1
4384,1.0,1.4,-3.3,5,32.8974776,2
4726,1.1,0.9,-2.3,5,35.324553550000005,2
4594,1.1,0.8,-2.6,5,75.49267315,26
4374,1.0,1.3,-2.5,5,85.8089956,1
3789,1.0,0.7,-2.8,5,117.2541519,24
4364,1.0,1.3,-2.6,5,37.4984791652174,23
3036,0.8,1.0,-2.6,5,79.02288322000001,5
3393,0.9,0.8,-2.3,5,117.2541519,4
1292,-1.0,1.0,-4.1,5,29.8905762,2
5532,1.2,1.1,-2.9,5,76.95616793333335,18
2970,0.8,0.9,-2.5,5,40.75169235,2
4352,1.0,1.3,-2.7,5,54.0620848,5
2147,0.6,0.7,-2.7,5,24.2990148,1
2232,0.6,0.9,-2.8,5,55.0766358,1
5927,1.3,0.9,-3.1,5,44.022927654545455,33
2852,0.8,0.8,-2.7,5,25.5516181862069,29
4862,1.1,1.1,-2.8,5,110.89656966666666,48
2891,0.8,0.8,-2.5,5,30.3532645,2
824,-1.2,1.2,-4.3,5,29.8905762,3
6185,1.3,1.2,-2.8,5,41.946658694,50
5211,1.2,0.6,-3.0,5,55.0766358,3
1285,-1.0,1.0,-4.2,5,29.8905762,1
2629,0.7,1.0,-2.5,5,117.2541519,1
4179,1.0,1.1,-2.9,5,85.8089956,1
3544,0.9,1.0,-2.4,5,117.2541519,1
3811,1.0,0.7,-2.7,5,117.2541519,24
5441,1.2,1.0,-2.8,5,80.11547108709678,62
5464,1.2,1.0,-2.7,5,86.43658424,30
524,-1.2,0.6,-4.4,5,17.6920607,1
3387,0.9,0.8,-2.4,5,39.6143124,2
3878,1.0,0.8,-2.8,5,31.763744142105267,38
4801,1.1,1.0,-2.6,5,101.36247418571429,7
5316,1.2,0.9,-3.0,5,68.575803775,24
4881,1.1,1.1,-2.7,5,103.3489339,16
5925,1.3,0.9,-3.2,5,25.243523,3
3902,1.0,0.8,-2.7,5,41.2066160859375,64
5830,1.2,1.5,-2.9,5,85.8089956,20
2545,0.7,0.9,-2.6,5,46.686877566666666,15
6135,1.3,1.1,-2.7,6,27.62032465,2
2417,0.7,0.7,-2.7,6,18.1540097,1
2485,0.7,0.8,-2.6,6,23.62319444736842,19
2957,0.8,0.9,-2.6,6,92.55903476666667,3
2943,0.8,0.9,-2.7,6,56.3311357,3
2741,0.8,0.6,-2.8,6,36.7199796,2
2747,0.8,0.6,-2.7,6,110.6729843,1
3144,0.8,1.2,-2.5,6,40.6769993,4
5381,1.2,0.9,-2.6,6,110.6729843,1
2428,0.7,0.7,-2.6,6,110.6729843,1
6480,1.4,1.1,-2.9,6,31.6316549,6
2971,0.8,0.9,-2.5,6,110.6729843,2
6405,1.4,1.0,-3.0,6,47.62241899777777,45
5212,1.2,0.6,-3.0,6,18.1540097,1
2678,0.7,1.1,-2.6,6,110.6729843,1
6079,1.3,1.1,-3.0,6,49.24898966,5
2392,0.7,0.6,-2.8,6,36.7199796,7
2192,0.6,0.8,-2.6,6,23.6542604,2
5121,1.1,1.4,-2.8,6,40.6769993,6
6186,1.3,1.2,-2.8,6,30.004526207894735,38
180,-1.3,0.6,-4.3,6,25.0085872,2
2609,0.7,1.0,-2.7,6,56.3311357,1
2546,0.7,0.9,-2.6,6,37.2425727,2
5150,1.1,1.5,-2.9,6,40.6769993,7
2630,0.7,1.0,-2.5,6,110.6729843,1
5251,1.2,0.8,-2.9,6,36.7199796,3
2874,0.8,0.8,-2.6,6,20.331009333333334,3
2102,0.5,1.1,-2.4,6,18.1540097,1
78,-1.4,0.9,-4.4,6,8.5750394,1
5308,1.2,0.8,-2.4,6,23.469353299999998,3
2835,0.8,0.8,-2.8,6,18.1540097,3
2128,0.6,0.6,-2.7,6,36.7199796,5
6366,1.4,0.9,-2.9,6,110.6729843,2
5303,1.2,0.8,-2.5,6,12.244842,1
2126,0.6,0.6,-2.8,6,36.7199796,1
6208,1.3,1.2,-2.7,6,30.451564,3
2557,0.7,0.9,-2.5,6,110.6729843,1
2460,0.7,0.8,-2.8,6,16.5330084,1
5246,1.2,0.8,-3.0,6,36.7199796,1
6113,1.3,1.1,-2.8,6,30.451564,8
2853,0.8,0.8,-2.7,6,27.84722875,18
3037,0.8,1.0,-2.6,6,110.6729843,1
5279,1.2,0.8,-2.7,6,12.244842,1
2148,0.6,0.7,-2.7,6,110.6729843,3
2537,0.7,0.9,-2.7,6,18.1540097,1
2440,0.7,0.7,-2.5,6,25.4105317,2
6469,1.4,1.1,-3.0,6,31.6316549,2
2763,0.8,0.7,-2.9,6,110.6729843,4
64,-1.4,0.8,-4.4,6,8.5750394,1
2769,0.8,0.7,-2.8,6,42.46302222,5
6092,1.3,1.1,-2.9,6,32.0298065325,40
5343,1.2,0.9,-2.8,6,13.75532735,4
6166,1.3,1.2,-2.9,6,31.6316549,1
2180,0.6,0.8,-2.7,6,13.6845072,1
5324,1.2,0.9,-2.9,6,92.184733125,4
3015,0.8,1.0,-2.8,6,56.3311357,1
5294,1.2,0.8,-2.6,6,30.62309855,32
2785,0.8,0.7,-2.7,6,36.7199796,2
2154,0.6,0.7,-2.6,6,25.4105317,1
6419,1.4,1.0,-2.9,6,110.67298430000001,10
2618,0.7,1.0,-2.6,6,83.50206,2
5106,1.1,1.4,-2.9,6,40.6769993,3
58,-1.4,0.7,-4.5,6,8.5750394,2
2470,0.7,0.8,-2.7,6,15.8208831,4
5310,1.2,0.8,-2.3,6,13.950281785714285,7
2802,0.8,0.7,-2.6,6,110.6729843,2
3023,0.8,1.0,-2.7,6,35.7984742,2
2892,0.8,0.8,-2.5,6,29.1545111,2
6223,1.3,1.2,-2.6,6,30.451564,1
2396,0.7,0.6,-2.7,6,36.7199796,59
5262,1.2,0.8,-2.8,6,12.099037700000002,3
3780,1.0,0.7,-2.9,6,98.13255769999999,13
2006,0.5,0.8,-2.6,6,18.1540097,1
4902,1.1,1.1,-2.6,6,26.676578199999998,3
4223,1.0,1.1,-2.6,6,26.676578199999998,6
938,-1.1,0.4,-4.2,6,25.0085872,2
941,-1.1,0.5,-4.2,6,25.0085872,2
942,-1.1,0.5,-4.1,6,25.0085872,1
4882,1.1,1.1,-2.7,6,93.4962045,10
4780,1.1,1.0,-2.7,6,74.62685905714285,7
5442,1.2,1.0,-2.8,6,79.01635574,10
3969,1.0,0.9,-3.0,6,56.3311357,4
1674,-0.1,1.4,-2.0,6,18.1540097,1
1168,-1.1,1.2,-4.2,6,20.1000537,3
3978,1.0,0.9,-2.9,6,54.72182896415094,53
4863,1.1,1.1,-2.8,6,104.63500112222222,9
4635,1.1,0.9,-2.9,6,38.074580825,8
3603,0.9,1.1,-2.5,6,30.451564,5
438,-1.3,1.2,-4.2,6,20.1000537,11
1430,-0.9,0.9,-3.9,6,8.5750394,1
5521,1.2,1.1,-3.0,6,31.6316549,3
5677,1.2,1.2,-2.7,6,77.24739250833333,12
4917,1.1,1.1,-2.5,6,30.451564,1
4759,1.1,1.0,-2.8,6,47.85434578181818,22
4239,1.0,1.1,-2.5,6,30.451564,2
3355,0.9,0.8,-2.6,6,22.849203199999998,5
631,-1.2,0.9,-4.2,6,8.5750394,1
3944,1.0,0.8,-2.5,6,31.2206489,3
1370,-1.0,1.1,-3.7,6,20.1000537,4
5656,1.2,1.2,-2.8,6,43.113990879166664,24
4973,1.1,1.2,-2.8,6,110.6729843,3
6002,1.3,1.0,-3.0,6,110.6729843,3
501,-1.3,1.5,-4.2,6,8.5750394,1
4268,1.0,1.2,-2.9,6,36.7199796,1
3373,0.9,0.8,-2.5,6,25.4876773,3
1385,-1.0,1.2,-4.1,6,8.5750394,1
916,-1.2,1.4,-4.2,6,8.5750394,1
4957,1.1,1.2,-2.9,6,87.3409893,3
335,-1.3,1.0,-3.8,6,8.5750394,1
1192,-1.1,1.2,-3.8,6,20.1000537,4
1191,-1.1,1.2,-3.9,6,20.1000537,1
4721,1.1,0.9,-2.4,6,20.69967655,2
5422,1.2,1.0,-2.9,6,56.61575824210526,57
1187,-1.1,1.2,-4.0,6,20.1000537,1
3409,0.9,0.9,-2.9,6,56.3311357,3
1367,-1.0,1.1,-3.8,6,20.1000537,1
4713,1.1,0.9,-2.5,6,61.45891315,2
3993,1.0,0.9,-2.8,6,56.33113569999999,20
3485,0.9,1.0,-2.9,6,56.3311357,4
4818,1.1,1.0,-2.5,6,71.1021986,2
4680,1.1,0.9,-2.7,6,21.39913997142857,7
3490,0.9,1.0,-2.8,6,83.50206,2
1533,-0.8,0.9,-3.8,6,8.5750394,1
3501,0.9,1.0,-2.7,6,15.2658127,1
4802,1.1,1.0,-2.6,6,94.84467002,5
4087,1.0,1.0,-2.8,6,34.152091383333335,12
4105,1.0,1.0,-2.7,6,47.06820323333333,3
5939,1.3,0.9,-2.9,6,31.531412900000003,3
3516,0.9,1.0,-2.6,6,56.3311357,1
5465,1.2,1.0,-2.7,6,110.6729843,1
4079,1.0,1.0,-2.9,6,51.197970325,8
5933,1.3,0.9,-3.0,6,110.6729843,1
3532,0.9,1.0,-2.5,6,110.6729843,1
4054,1.0,0.9,-2.4,6,36.7199796,2
4072,1.0,1.0,-3.0,6,36.7199796,1
1489,-0.9,1.1,-3.8,6,20.1000537,1
4044,1.0,0.9,-2.5,6,29.1545111,1
3569,0.9,1.1,-2.9,6,110.6729843,1
454,-1.3,1.2,-4.1,6,20.1000537,5
4122,1.0,1.0,-2.6,6,110.6729843,1
1608,-0.7,0.9,-3.8,6,25.0085872,1
3812,1.0,0.7,-2.7,6,23.191949366666666,6
4173,1.0,1.1,-3.0,6,110.6729843,8
4657,1.1,0.9,-2.8,6,25.684371210000002,10
1601,-0.7,0.9,-3.9,6,8.5750394,2
1008,-1.1,0.9,-3.8,6,8.5750394,1
3428,0.9,0.9,-2.7,6,64.09425692857143,7
4010,1.0,0.9,-2.7,6,38.26892125833333,12
3442,0.9,0.9,-2.6,6,74.44508523333333,3
3456,0.9,0.9,-2.5,6,110.6729843,1
3582,0.9,1.1,-2.7,6,110.6729843,2
5739,1.2,1.3,-2.8,6,40.6769993,1
4137,1.0,1.0,-2.5,6,51.31680575,4
5956,1.3,0.9,-2.8,6,31.5314129,1
4700,1.1,0.9,-2.6,6,81.0492404125,8
5512,1.2,1.1,-3.1,6,31.6316549,2
4029,1.0,0.9,-2.6,6,33.3177664,14
1457,-0.9,1.0,-3.9,6,8.5750394,1
1558,-0.8,1.1,-4.2,6,25.0085872,1
3416,0.9,0.9,-2.8,6,55.02372529333333,15
5409,1.2,1.0,-3.0,6,84.3258745,3
4265,1.0,1.2,-3.0,6,36.7199796,1
4989,1.1,1.2,-2.7,6,87.7525785,7
3859,1.0,0.8,-2.9,6,13.515134823529412,17
5595,1.2,1.1,-2.6,6,70.56227415,2
3666,0.9,1.3,-3.1,6,36.7199796,7
4595,1.1,0.8,-2.6,6,30.71512962173913,46
3790,1.0,0.7,-2.8,6,23.5964012,4
3273,0.9,0.7,-2.6,6,25.410531699999996,3
3715,0.9,1.4,-2.7,6,40.6769993,1
3160,0.8,1.3,-3.1,6,36.7199796,5
5050,1.1,1.3,-2.8,6,40.6769993,3
532,-1.2,0.6,-4.3,6,25.008587200000004,3
4500,1.1,0.7,-2.7,6,25.4105317,1
3879,1.0,0.8,-2.8,6,30.88962996153846,13
5533,1.2,1.1,-2.9,6,31.48759800348837,86
3290,0.9,0.7,-2.5,6,25.4105317,1
3298,0.9,0.8,-3.0,6,56.3311357,6
3238,0.9,0.7,-2.8,6,32.9967428,44
5620,1.2,1.2,-3.0,6,110.6729843,1
4397,1.0,1.4,-2.8,6,40.6769993,1
5486,1.2,1.0,-2.6,6,53.41705163333333,3
1970,0.5,0.7,-2.8,6,110.6729843,1
519,-1.2,0.4,-4.2,6,25.008587199999997,27
3853,1.0,0.8,-3.0,6,56.3311357,2
518,-1.2,0.4,-4.3,6,25.0085872,13
5395,1.2,0.9,-2.4,6,29.1545111,19
6052,1.3,1.0,-2.7,6,110.6729843,30
521,-1.2,0.5,-4.3,6,25.0085872,11
5552,1.2,1.1,-2.8,6,25.586934516901408,71
5605,1.2,1.1,-2.5,6,30.451564,1
3231,0.9,0.7,-2.9,6,110.6729843,59
4554,1.1,0.8,-2.8,6,14.182163611111111,9
5831,1.2,1.5,-2.9,6,40.6769993,11
1939,0.4,1.1,-2.4,6,18.1540097,1
3254,0.9,0.7,-2.7,6,101.60251061914893,47
4574,1.1,0.8,-2.7,6,12.825634339999999,25
5035,1.1,1.3,-2.9,6,40.6769993,1
522,-1.2,0.5,-4.2,6,25.0085872,11
5801,1.2,1.4,-2.8,6,40.6769993,7
4353,1.0,1.3,-2.7,6,40.6769993,1
3314,0.9,0.8,-2.8,6,27.840077438461535,13
3302,0.9,0.8,-2.9,6,42.11559286666667,3
1229,-1.0,0.3,-2.9,6,25.0085872,1
3334,0.9,0.8,-2.7,6,30.5930587,28
868,-1.2,1.2,-4.1,6,20.1000537,6
1992,0.5,0.8,-2.9,6,13.6845072,1
5390,1.2,0.9,-2.5,6,15.2658127,1
3668,0.9,1.3,-3.0,6,36.7199796,1
640,-1.2,0.9,-4.1,6,8.5750394,1
1994,0.5,0.8,-2.8,6,46.01399956666666,3
3832,1.0,0.7,-2.6,6,25.4105317,10
5783,1.2,1.4,-2.9,6,40.6769993,41
5404,1.2,1.0,-3.1,6,31.6316549,1
710,-1.2,1.0,-4.1,6,8.5750394,2
4304,1.0,1.2,-2.6,6,110.6729843,1
4537,1.1,0.8,-2.9,6,32.69418848,5
3925,1.0,0.8,-2.6,6,34.614962393333336,15
3166,0.8,1.3,-2.6,6,40.6769993,1
4615,1.1,0.8,-2.4,6,22.2101619,2
5006,1.1,1.2,-2.6,6,110.6729843,1
1872,0.4,0.7,-2.8,6,110.6729843,1
717,-1.2,1.0,-4.0,6,8.5750394,4
645,-1.2,0.9,-4.0,6,8.5750394,1
5635,1.2,1.2,-2.9,6,33.40924238,5
848,-1.2,1.2,-4.2,6,20.1000537,24
3693,0.9,1.3,-2.5,6,40.6769993,1
4609,1.1,0.8,-2.5,6,31.220648899999997,14
5574,1.2,1.1,-2.7,6,50.290531814285714,7
3675,0.9,1.3,-2.8,6,40.6769993,1
3688,0.9,1.3,-2.6,6,40.6769993,4
722,-1.2,1.0,-3.9,6,8.5750394,3
3903,1.0,0.8,-2.7,6,21.128029964000003,25
6014,1.3,1.0,-2.9,6,82.6371091111111,9
4330,1.0,1.3,-3.0,6,36.7199796,2
4744,1.1,1.0,-2.9,6,72.83261058888888,9
1962,0.5,0.6,-2.8,6,36.7199796,1
2770,0.8,0.7,-2.8,7,34.30398456666667,9
1108,-1.1,1.1,-4.2,7,19.3311485,1
2408,0.7,0.7,-2.8,7,45.6995564,21
3813,1.0,0.7,-2.7,7,27.817900918181817,11
2875,0.8,0.8,-2.6,7,42.93767266428572,14
1117,-1.1,1.1,-4.1,7,52.479035333333336,3
569,-1.2,0.8,-4.4,7,16.6915591,4
5802,1.2,1.4,-2.8,7,34.3419989,1
3833,1.0,0.7,-2.6,7,25.1875271,2
4045,1.0,0.9,-2.5,7,32.180540300000004,2
1154,-1.1,1.2,-4.3,7,118.774809,33
1128,-1.1,1.1,-4.0,7,19.3311485,3
3926,1.0,0.8,-2.6,7,21.638420782857143,35
1208,-1.1,1.3,-3.9,7,19.3311485,1
5487,1.2,1.0,-2.6,7,114.65616015,2
3945,1.0,0.8,-2.5,7,161.1269267,4
4722,1.1,0.9,-2.4,7,67.97079738,5
5784,1.2,1.4,-2.9,7,34.3419989,42
4055,1.0,0.9,-2.4,7,45.6995564,3
6209,1.3,1.2,-2.7,7,99.92480958888888,9
1200,-1.1,1.3,-4.3,7,118.774809,6
3904,1.0,0.8,-2.7,7,26.513149165217392,23
1196,-1.1,1.3,-4.4,7,118.774809,2
3956,1.0,0.8,-2.3,7,45.6995564,1
1188,-1.1,1.2,-4.0,7,118.774809,2
2854,0.8,0.8,-2.7,7,65.9069758095238,21
4701,1.1,0.9,-2.6,7,163.93765635,16
1182,-1.1,1.2,-4.1,7,118.774809,6
4727,1.1,0.9,-2.3,7,45.6995564,4
1169,-1.1,1.2,-4.2,7,118.774809,12
4714,1.1,0.9,-2.5,7,103.41324155000001,2
3880,1.0,0.8,-2.8,7,20.570518333333336,12
533,-1.2,0.6,-4.3,7,16.6915591,2
3979,1.0,0.9,-2.9,7,82.37373764545454,22
3860,1.0,0.8,-2.9,7,15.3005064,7
2803,0.8,0.7,-2.6,7,45.6995564,2
3994,1.0,0.9,-2.8,7,85.35135606470588,34
1141,-1.1,1.2,-4.4,7,118.774809,16
6437,1.4,1.0,-2.8,7,100.87407925000001,22
4011,1.0,0.9,-2.7,7,117.56357044666667,15
6420,1.4,1.0,-2.9,7,46.89930303103448,58
2786,0.8,0.7,-2.7,7,37.54124046,5
3970,1.0,0.9,-3.0,7,183.6127639,2
4062,1.0,0.9,-2.3,7,45.60335048,5
989,-1.1,0.9,-4.3,7,84.74705903333334,3
4064,1.0,0.9,-2.2,7,19.1425538,1
849,-1.2,1.2,-4.2,7,114.45117158695652,23
5295,1.2,0.8,-2.6,7,161.1269267,73
2532,0.7,0.9,-2.8,7,44.4091028,1
4335,1.0,1.3,-2.9,7,20.1644868,3
4610,1.1,0.8,-2.5,7,161.12692669999998,13
4331,1.0,1.3,-3.0,7,20.1644868,4
641,-1.2,0.9,-4.1,7,19.3311485,2
869,-1.2,1.2,-4.1,7,118.774809,8
5636,1.2,1.2,-2.9,7,164.2586025827586,29
4315,1.0,1.2,-2.5,7,20.1644868,1
4305,1.0,1.2,-2.6,7,35.272139616666664,6
6349,1.4,0.9,-3.1,7,183.6127639,1
4293,1.0,1.2,-2.7,7,43.4006841,5
885,-1.2,1.3,-4.4,7,118.774809,9
4620,1.1,0.8,-2.3,7,45.6995564,3
892,-1.2,1.3,-4.3,7,116.65898643617022,47
4280,1.0,1.2,-2.8,7,108.9773814,2
6356,1.4,0.9,-3.0,7,74.64606226666668,6
5657,1.2,1.2,-2.8,7,122.77593872222222,63
901,-1.2,1.3,-4.2,7,103.07317839473684,19
4269,1.0,1.2,-2.9,7,20.1644868,2
2538,0.7,0.9,-2.7,7,44.4091028,1
910,-1.2,1.4,-4.4,7,118.774809,7
652,-1.2,1.0,-4.7,7,19.3311485,2
656,-1.2,1.0,-4.6,7,18.011353800000002,4
4518,1.1,0.7,-2.6,7,25.1875271,2
4538,1.1,0.8,-2.9,7,15.3005064,5
5575,1.2,1.1,-2.7,7,82.34586042272727,22
729,-1.2,1.1,-4.6,7,18.451285366666667,3
4501,1.1,0.7,-2.7,7,25.1875271,3
741,-1.2,1.1,-4.4,7,118.774809,1
5596,1.2,1.1,-2.6,7,110.8104037,1
753,-1.2,1.1,-4.3,7,102.20086558333334,6
4555,1.1,0.8,-2.8,7,18.334025810526317,19
5606,1.2,1.1,-2.5,7,17.7650022,1
768,-1.2,1.1,-4.2,7,85.62692216666666,3
5553,1.2,1.1,-2.8,7,105.76509654525547,274
675,-1.2,1.0,-4.4,7,98.35815902,10
4575,1.1,0.8,-2.7,7,68.35421661000001,10
2558,0.7,0.9,-2.5,7,25.420006,1
800,-1.2,1.2,-4.5,7,19.3311485,1
808,-1.2,1.2,-4.4,7,118.774809,4
4596,1.1,0.8,-2.6,7,160.5473847005,200
5280,1.2,0.8,-2.7,7,161.92999231428573,28
4375,1.0,1.3,-2.5,7,34.3419989,1
825,-1.2,1.2,-4.3,7,118.774809,21
5534,1.2,1.1,-2.9,7,112.48085771956521,46
4626,1.1,0.9,-3.0,7,151.65246928181816,11
5522,1.2,1.1,-3.0,7,125.85072289230767,13
