,voxel_x,voxel_y,voxel_z,currentStep,struggleValue,rowCount
791,-1.2,1.1,-3.9,16,33.8261063,2
669,-1.2,1.0,-4.5,16,25.497218899999996,3
1623,-0.7,1.3,-4.3,16,33.8261063,1
475,-1.3,1.3,-4.3,16,33.8261063,10
792,-1.2,1.1,-3.8,16,33.8261063,1
368,-1.3,1.1,-4.3,16,29.223411366666667,9
413,-1.3,1.2,-4.4,16,33.8261063,1
773,-1.2,1.1,-4.2,16,28.648074499999996,3
390,-1.3,1.1,-4.1,16,28.6480745,2
1121,-1.1,1.1,-4.1,17,42.8526383,2
758,-1.2,1.1,-4.3,17,30.0195944,1
232,-1.3,0.9,-4.6,17,25.1046547,4
223,-1.3,0.9,-4.7,17,25.1046547,3
922,-1.2,1.5,-4.4,17,25.1046547,1
1509,-0.9,1.5,-4.3,17,25.1046547,2
485,-1.3,1.4,-4.5,17,25.1046547,1
1487,-0.9,1.1,-3.9,17,55.6856822,1
1508,-0.9,1.4,-4.2,17,25.1046547,1
1505,-0.9,1.3,-4.0,17,55.6856822,1
1293,-1.0,1.0,-4.1,17,25.1046547,1
312,-1.3,1.0,-4.3,17,55.6856822,4
348,-1.3,1.1,-4.5,17,55.6856822,3
930,-1.2,1.7,-4.5,17,25.1046547,1
1619,-0.7,1.0,-3.8,17,55.6856822,1
1617,-0.7,1.0,-3.9,17,35.298330533333335,3
689,-1.2,1.0,-4.3,17,30.0195944,4
1603,-0.7,0.9,-3.9,17,30.201492616666666,6
1218,-1.1,1.5,-4.4,17,25.1046547,1
403,-1.3,1.2,-4.5,17,25.1046547,1
1214,-1.1,1.4,-4.2,17,55.6856822,4
670,-1.2,1.0,-4.5,17,34.2972757,6
1211,-1.1,1.4,-4.3,17,55.6856822,1
369,-1.3,1.1,-4.3,17,38.574957000000005,3
169,-1.4,1.7,-4.6,17,25.1046547,2
170,-1.4,1.8,-4.5,17,25.1046547,1
927,-1.2,1.6,-4.5,17,25.1046547,1
1575,-0.8,1.3,-4.2,17,25.1046547,1
356,-1.3,1.1,-4.4,17,55.6856822,1
737,-1.2,1.1,-4.5,17,42.8526383,2
959,-1.1,0.8,-4.5,17,25.1046547,2
661,-1.2,1.0,-4.6,17,25.1046547,1
1563,-0.8,1.1,-4.0,17,55.6856822,1
1550,-0.8,1.0,-3.9,17,25.1046547,1
428,-1.3,1.2,-4.3,17,43.60752323529412,34
746,-1.2,1.1,-4.4,17,33.227855375,8
444,-1.3,1.2,-4.2,17,55.6856822,8
1159,-1.1,1.2,-4.3,17,30.0195944,6
463,-1.3,1.3,-4.5,17,25.1046547,1
101,-1.4,1.0,-4.3,17,55.685682199999995,20
1573,-0.8,1.2,-4.1,17,25.1046547,1
1308,-1.0,1.0,-3.9,17,30.0195944,1
550,-1.2,0.7,-4.4,17,25.1046547,7
1327,-1.0,1.1,-4.4,17,25.1046547,5
573,-1.2,0.8,-4.4,17,25.1046547,10
1358,-1.0,1.1,-4.0,17,28.790859474999998,4
1100,-1.1,1.1,-4.3,17,30.0195944,21
282,-1.3,1.0,-4.6,17,51.97889098787879,33
595,-1.2,0.9,-4.6,17,25.1046547,4
1349,-1.0,1.1,-4.1,17,30.0195944,2
1331,-1.0,1.1,-4.3,17,25.1046547,1
888,-1.2,1.3,-4.4,17,55.6856822,4
816,-1.2,1.2,-4.4,17,34.68615581818182,11
1408,-1.0,1.4,-4.2,17,55.6856822,3
562,-1.2,0.8,-4.5,17,25.1046547,2
591,-1.2,0.9,-4.7,17,25.1046547,1
1111,-1.1,1.1,-4.2,17,30.0195944,1
1086,-1.1,1.1,-4.4,17,30.0195944,1
856,-1.2,1.2,-4.2,17,55.6856822,1
835,-1.2,1.2,-4.3,17,45.419247080000005,5
1404,-1.0,1.3,-4.0,17,55.6856822,1
1341,-1.0,1.1,-4.2,17,28.381281166666668,3
509,-1.3,1.7,-4.5,17,25.1046547,1
1063,-1.1,1.0,-3.9,17,30.0195944,5
512,-1.3,1.8,-4.5,17,25.1046547,2
1403,-1.0,1.3,-4.1,17,55.6856822,3
496,-1.3,1.5,-4.5,17,25.1046547,1
302,-1.3,1.0,-4.4,17,55.6856822,1
291,-1.3,1.0,-4.5,17,55.6856822,50
1409,-1.0,1.5,-4.3,17,25.1046547,1
1078,-1.1,1.1,-4.5,18,46.1789697,1
965,-1.1,0.8,-4.4,18,46.1789697,4
1452,-0.9,1.0,-4.0,18,46.1789697,1
662,-1.2,1.0,-4.6,18,70.45260802941176,17
738,-1.2,1.1,-4.5,18,63.347703,1
1199,-1.1,1.3,-4.4,18,46.1789697,5
1410,-1.0,1.6,-4.3,18,46.1789697,3
574,-1.2,0.8,-4.4,18,46.1789697,1
1087,-1.1,1.1,-4.4,18,80.6168117,3
349,-1.3,1.1,-4.5,18,59.532428933333335,9
429,-1.3,1.2,-4.3,18,63.347703,6
948,-1.1,0.7,-4.4,18,46.1789697,2
747,-1.2,1.1,-4.4,18,72.0073512,8
1309,-1.0,1.0,-3.9,18,97.8357327,1
1566,-0.8,1.1,-3.9,18,63.347703,1
1259,-1.0,0.9,-4.1,18,97.8357327,20
1256,-1.0,0.9,-4.2,18,97.8357327,2
1203,-1.1,1.3,-4.3,18,63.347703,8
1377,-1.0,1.2,-4.3,18,46.1789697,1
551,-1.2,0.7,-4.4,18,46.1789697,2
1225,-1.1,1.6,-4.3,18,46.1789697,4
380,-1.3,1.1,-4.2,18,97.8357327,8
1615,-0.7,1.0,-4.0,18,97.8357327,1
836,-1.2,1.2,-4.3,18,63.347703,1
986,-1.1,0.9,-4.4,18,46.1789697,5
690,-1.2,1.0,-4.3,18,97.8357327,1
1388,-1.0,1.2,-4.1,18,46.1789697,1
270,-1.3,1.0,-4.7,18,87.48932378999999,10
1220,-1.1,1.5,-4.2,18,63.347703,4
154,-1.4,1.3,-4.3,18,63.347703,2
1600,-0.7,0.9,-4.0,18,46.1789697,1
1219,-1.1,1.5,-4.3,18,55.717154866666675,9
1397,-1.0,1.3,-4.3,18,46.1789697,1
1364,-1.0,1.1,-3.9,18,63.347703,1
404,-1.3,1.2,-4.5,18,51.90188080000001,6
1594,-0.7,0.8,-3.8,18,84.04052082,5
1212,-1.1,1.4,-4.3,18,60.895026814285714,7
679,-1.2,1.0,-4.4,18,89.2262722,12
970,-1.1,0.8,-4.3,18,97.8357327,1
671,-1.2,1.0,-4.5,18,88.42990641818182,11
136,-1.4,1.2,-4.3,18,63.347703,1
1251,-1.0,0.9,-4.3,18,97.8357327,5
1399,-1.0,1.3,-4.2,18,63.347703,1
370,-1.3,1.1,-4.3,18,97.8357327,6
283,-1.3,1.0,-4.6,18,59.532428933333335,9
414,-1.3,1.2,-4.4,18,46.1789697,3
1590,-0.7,0.8,-3.9,18,46.1789697,4
357,-1.3,1.1,-4.4,18,63.347703,2
1535,-0.8,0.9,-3.8,18,63.347703,1
1173,-1.1,1.2,-4.2,18,63.347703,1
923,-1.2,1.5,-4.4,18,46.1789697,1
292,-1.3,1.0,-4.5,18,49.61271636,5
303,-1.3,1.0,-4.4,18,46.1789697,5
596,-1.2,0.9,-4.6,18,84.0605959,15
200,-1.3,0.8,-4.7,18,46.1789697,6
1499,-0.9,1.2,-4.0,18,63.347703,1
1495,-0.9,1.2,-4.2,18,46.1789697,1
92,-1.4,1.0,-4.5,18,46.1789697,1
615,-1.2,0.9,-4.4,18,62.223195860000004,15
883,-1.2,1.3,-4.5,18,63.347703,1
914,-1.2,1.4,-4.3,18,63.347703,28
774,-1.2,1.1,-4.2,18,97.8357327,1
911,-1.2,1.4,-4.4,18,63.347703,4
224,-1.3,0.9,-4.7,18,71.99229489,10
476,-1.3,1.3,-4.3,18,63.347703,1
245,-1.3,0.9,-4.4,18,63.34770300000001,21
889,-1.2,1.3,-4.4,18,56.48020968000001,5
1027,-1.1,1.0,-4.4,18,97.8357327,4
67,-1.4,0.8,-4.3,18,63.347703,2
489,-1.3,1.4,-4.4,18,63.347703,1
233,-1.3,0.9,-4.6,18,48.329766459375,32
1122,-1.1,1.1,-4.1,18,97.8357327,1
604,-1.2,0.9,-4.5,18,77.44094301315789,38
896,-1.2,1.3,-4.3,18,63.347703,27
1472,-0.9,1.1,-4.2,18,97.8357327,1
239,-1.3,0.9,-4.5,18,97.8357327,1
486,-1.3,1.4,-4.5,18,46.1789697,1
88,-1.4,1.0,-4.6,18,46.1789697,1
253,-1.3,0.9,-4.3,18,63.347703,3
1504,-0.9,1.3,-4.1,18,63.347703,1
213,-1.3,0.8,-4.3,18,97.8357327,19
583,-1.2,0.8,-4.2,18,97.8357327,92
634,-1.2,0.9,-4.2,18,97.8357327,6
1519,-0.8,0.8,-3.8,18,97.8357327,1
817,-1.2,1.2,-4.4,18,72.0073512,2
1101,-1.1,1.1,-4.3,18,97.8357327,1
1147,-1.1,1.2,-4.4,18,97.8357327,1
1529,-0.8,0.9,-3.9,18,46.1789697,1
1160,-1.1,1.2,-4.3,18,97.8357327,1
342,-1.3,1.1,-4.6,18,80.59171785,2
625,-1.2,0.9,-4.3,18,97.8357327,7
582,-1.2,0.8,-4.3,18,97.8357327,9
759,-1.2,1.1,-4.3,18,97.83573270000001,22
1432,-0.9,0.9,-3.8,18,97.8357327,1
102,-1.4,1.0,-4.3,18,63.347703,2
115,-1.4,1.1,-4.6,19,40.8683175,1
490,-1.3,1.4,-4.4,19,40.8683175,2
1028,-1.1,1.0,-4.4,19,76.9171658,18
114,-1.4,1.1,-4.7,19,40.8683175,3
39,-1.5,1.1,-4.5,19,40.8683175,1
1123,-1.1,1.1,-4.1,19,76.9171658,1
987,-1.1,0.9,-4.4,19,76.9171658,2
68,-1.4,0.8,-4.3,19,14.5900408,4
691,-1.2,1.0,-4.3,19,76.9171658,4
1174,-1.1,1.2,-4.2,19,76.9171658,5
381,-1.3,1.1,-4.2,19,40.8683175,1
1161,-1.1,1.2,-4.3,19,76.9171658,5
445,-1.3,1.2,-4.2,19,56.14145746666667,3
79,-1.4,0.9,-4.4,19,40.8683175,1
75,-1.4,0.9,-4.5,19,40.8683175,1
430,-1.3,1.2,-4.3,19,38.616423721052634,19
991,-1.1,0.9,-4.3,19,76.9171658,1
1088,-1.1,1.1,-4.4,19,72.4110597625,8
1148,-1.1,1.2,-4.4,19,76.9171658,5
468,-1.3,1.3,-4.4,19,14.590040800000002,3
493,-1.3,1.4,-4.3,19,40.8683175,1
1102,-1.1,1.1,-4.3,19,76.9171658,21
93,-1.4,1.0,-4.5,19,40.8683175,7
33,-1.5,1.0,-4.4,19,14.5900408,1
1206,-1.1,1.3,-4.2,19,17.509849322222223,9
40,-1.5,1.1,-4.4,19,40.8683175,1
415,-1.3,1.2,-4.4,19,32.984834490000004,10
1035,-1.1,1.0,-4.3,19,76.9171658,17
96,-1.4,1.0,-4.4,19,40.8683175,9
30,-1.5,1.0,-4.5,19,40.8683175,2
17,-1.5,0.8,-4.3,19,14.590040800000002,3
626,-1.2,0.9,-4.3,19,76.9171658,1
15,-1.5,0.8,-4.4,19,14.5900408,1
1130,-1.1,1.1,-4.0,19,64.90088303333334,3
137,-1.4,1.2,-4.3,19,14.5900408,2
1112,-1.1,1.1,-4.2,19,76.9171658,5
89,-1.4,1.0,-4.6,19,40.8683175,2
477,-1.3,1.3,-4.3,19,35.61266216,5
1045,-1.1,1.0,-4.2,19,76.9171658,13
52,-1.5,1.3,-4.4,19,40.8683175,1
1378,-1.0,1.2,-4.3,19,76.9171658,1
1618,-0.7,1.0,-3.9,19,14.5900408,1
1564,-0.8,1.1,-4.0,19,40.8683175,1
748,-1.2,1.1,-4.4,19,74.14417746923078,13
215,-1.3,0.8,-4.2,19,76.9171658,1
1277,-1.0,1.0,-4.4,19,76.9171658,9
343,-1.3,1.1,-4.6,19,40.8683175,4
1283,-1.0,1.0,-4.3,19,76.9171658,3
1288,-1.0,1.0,-4.2,19,76.9171658,2
1294,-1.0,1.0,-4.1,19,76.9171658,2
325,-1.3,1.0,-4.1,19,40.8683175,6
318,-1.3,1.0,-4.2,19,76.9171658,2
1302,-1.0,1.0,-4.0,19,76.9171658,1
908,-1.2,1.3,-4.2,19,14.5900408,1
897,-1.2,1.3,-4.3,19,14.590040800000002,6
1459,-0.9,1.0,-3.9,19,40.8683175,1
788,-1.2,1.1,-4.1,19,40.8683175,2
1310,-1.0,1.0,-3.9,19,76.9171658,5
890,-1.2,1.3,-4.4,19,40.8683175,2
837,-1.2,1.2,-4.3,19,75.01985799473684,19
1389,-1.0,1.2,-4.1,19,40.8683175,1
1400,-1.0,1.3,-4.2,19,14.5900408,1
1359,-1.0,1.1,-4.0,19,56.14145746666667,3
1350,-1.0,1.1,-4.1,19,76.9171658,1
1342,-1.0,1.1,-4.2,19,76.9171658,1
358,-1.3,1.1,-4.4,19,40.8683175,6
857,-1.2,1.2,-4.2,19,43.659909385714286,7
256,-1.3,0.9,-4.2,19,76.9171658,8
1332,-1.0,1.1,-4.3,19,76.9171658,3
874,-1.2,1.2,-4.1,19,40.8683175,1
254,-1.3,0.9,-4.3,19,76.9171658,1
1320,-1.0,1.1,-4.5,19,40.8683175,1
1440,-0.9,1.0,-4.3,19,76.9171658,1
818,-1.2,1.2,-4.4,19,76.9171658,18
1252,-1.0,0.9,-4.3,19,76.9171658,10
760,-1.2,1.1,-4.3,19,43.752225364000005,25
703,-1.2,1.0,-4.2,19,76.9171658,14
160,-1.4,1.4,-4.4,19,40.8683175,2
1616,-0.7,1.0,-4.0,19,14.5900408,1
1604,-0.7,0.9,-3.9,19,34.298748325000005,4
148,-1.4,1.3,-4.5,19,40.8683175,1
151,-1.4,1.3,-4.4,19,40.8683175,1
371,-1.3,1.1,-4.3,19,76.9171658,1
838,-1.2,1.2,-4.3,20,30.22939569677419,31
1610,-0.7,0.9,-3.8,20,31.5281061,1
819,-1.2,1.2,-4.4,20,31.5281061,1
891,-1.2,1.3,-4.4,20,20.612323433333334,6
858,-1.2,1.2,-4.2,20,30.28393294117647,17
1149,-1.1,1.2,-4.4,20,31.5281061,1
461,-1.3,1.3,-4.6,20,31.5281061,1
399,-1.3,1.2,-4.6,20,19.9317018,3
1530,-0.8,0.9,-3.9,20,24.47779153333333,3
464,-1.3,1.3,-4.5,20,25.77082801875,16
499,-1.3,1.5,-4.4,20,19.9317018,1
152,-1.4,1.3,-4.4,20,19.9317018,1
875,-1.2,1.2,-4.1,20,31.5281061,1
491,-1.3,1.4,-4.4,20,21.681871714285712,7
1605,-0.7,0.9,-3.9,20,19.9317018,1
1460,-0.9,1.0,-3.9,20,23.341269099999998,4
161,-1.4,1.4,-4.4,20,19.9317018,2
912,-1.2,1.4,-4.4,20,21.973566700000003,3
909,-1.2,1.3,-4.2,20,19.9317018,1
1595,-0.7,0.8,-3.8,20,23.000958283333333,12
405,-1.3,1.2,-4.5,20,22.463415942857143,7
478,-1.3,1.3,-4.3,20,21.681871714285712,7
1303,-1.0,1.0,-4.0,20,19.9317018,1
1483,-0.9,1.1,-4.0,20,26.750836399999997,2
1124,-1.1,1.1,-4.1,20,19.9317018,1
884,-1.2,1.3,-4.5,20,26.750836399999997,2
1473,-0.9,1.1,-4.2,20,31.5281061,1
898,-1.2,1.3,-4.3,20,21.9735667,10
469,-1.3,1.3,-4.4,20,19.9317018,5
1103,-1.1,1.1,-4.3,20,31.5281061,7
166,-1.4,1.5,-4.4,20,19.9317018,5
431,-1.3,1.2,-4.3,20,24.09679767777778,18
1162,-1.1,1.2,-4.3,20,31.5281061,2
1185,-1.1,1.2,-4.1,20,20.95263425,2
1401,-1.0,1.3,-4.2,20,19.931701800000003,7
1554,-0.8,1.0,-3.8,20,31.5281061,1
1405,-1.0,1.3,-4.0,20,21.9735667,1
1536,-0.8,0.9,-3.8,20,21.973566700000003,3
1175,-1.1,1.2,-4.2,20,27.662637999999998,3
1591,-0.7,0.8,-3.9,20,21.9735667,1
1351,-1.0,1.1,-4.1,20,19.9317018,2
446,-1.3,1.2,-4.2,20,31.5281061,16
1207,-1.1,1.3,-4.2,20,21.9735667,1
416,-1.3,1.2,-4.4,20,19.9317018,3
1059,-1.1,1.0,-4.0,21,123.94456283478262,23
876,-1.2,1.2,-4.1,21,158.9604686,2
839,-1.2,1.2,-4.3,21,158.9604686,3
144,-1.4,1.2,-4.1,21,158.96046860000004,13
558,-1.2,0.8,-4.6,21,101.4343377,7
1051,-1.1,1.0,-4.1,21,147.09941068247423,97
240,-1.3,0.9,-4.5,21,148.92481536666668,6
794,-1.2,1.1,-3.7,21,101.4343377,1
597,-1.2,0.9,-4.6,21,172.6700542,16
304,-1.3,1.0,-4.4,21,101.4343377,1
5,-1.6,1.0,-4.7,21,172.6700542,1
246,-1.3,0.9,-4.4,21,101.4343377,3
9,-1.5,-0.7,-5.7,21,172.6700542,1
3,-1.6,-0.8,-5.8,21,172.6700542,1
555,-1.2,0.7,-4.3,21,172.6700542,1
539,-1.2,0.6,-4.3,21,172.6700542,1
552,-1.2,0.7,-4.4,21,172.6700542,23
271,-1.3,1.0,-4.7,21,172.6700542,4
704,-1.2,1.0,-4.2,21,167.15629200681818,88
529,-1.2,0.6,-4.4,21,172.6700542,13
66,-1.4,0.8,-4.4,21,172.6700542,3
284,-1.3,1.0,-4.6,21,172.6700542,2
575,-1.2,0.8,-4.4,21,166.19407997272728,33
259,-1.3,0.9,-4.1,21,101.4343377,1
257,-1.3,0.9,-4.2,21,158.9604686,17
980,-1.1,0.9,-4.5,21,172.6700542,5
261,-1.3,0.9,-4.0,21,101.4343377,1
1046,-1.1,1.0,-4.2,21,155.42039900615384,65
266,-1.3,1.0,-4.8,21,172.6700542,4
859,-1.2,1.2,-4.2,21,162.387865,4
988,-1.1,0.9,-4.4,21,172.6700542,2
27,-1.5,1.0,-4.7,21,172.6700542,1
255,-1.3,0.9,-4.3,21,158.9604686,2
585,-1.2,0.8,-3.8,21,158.9604686,5
976,-1.1,0.9,-4.6,21,172.6700542,17
19,-1.5,0.9,-4.6,21,172.6700542,1
62,-1.4,0.8,-4.5,21,172.6700542,1
587,-1.2,0.9,-4.8,21,172.6700542,1
142,-1.4,1.2,-4.2,21,158.96046860000004,13
10,-1.5,0.2,-3.9,21,172.6700542,1
563,-1.2,0.8,-4.5,21,159.1013462952381,42
1036,-1.1,1.0,-4.3,21,124.44479006000002,5
293,-1.3,1.0,-4.5,21,137.05219595,2
973,-1.1,0.9,-4.7,21,172.6700542,3
81,-1.4,0.9,-4.3,21,158.9604686,2
711,-1.2,1.0,-4.1,21,154.85145925,14
447,-1.3,1.2,-4.2,21,158.9604686,6
749,-1.2,1.1,-4.4,21,101.4343377,2
211,-1.3,0.8,-4.4,21,172.6700542,35
1011,-1.1,1.0,-4.8,21,101.4343377,1
995,-1.1,0.9,-4.2,21,153.9549782034483,29
643,-1.2,0.9,-4.1,21,101.4343377,3
204,-1.3,0.8,-4.5,21,167.1903837,13
944,-1.1,0.6,-4.4,21,172.6700542,1
946,-1.1,0.7,-4.5,21,101.4343377,1
1010,-1.1,0.9,-3.8,21,158.9604686,9
649,-1.2,0.9,-3.8,21,158.9604686,7
650,-1.2,1.0,-4.9,21,172.6700542,1
651,-1.2,1.0,-4.8,21,172.6700542,16
1006,-1.1,0.9,-3.9,21,158.9604686,3
432,-1.3,1.2,-4.3,21,172.6700542,1
655,-1.2,1.0,-4.7,21,152.31699234285716,14
949,-1.1,0.7,-4.4,21,172.6700542,1
951,-1.1,0.7,-4.3,21,172.6700542,2
739,-1.2,1.1,-4.5,21,101.4343377,2
350,-1.3,1.1,-4.5,21,172.6700542,2
1003,-1.1,0.9,-4.0,21,106.22818194166666,12
726,-1.2,1.0,-3.7,21,101.4343377,5
193,-1.3,0.7,-4.4,21,172.6700542,37
960,-1.1,0.8,-4.5,21,111.61086862857142,7
663,-1.2,1.0,-4.6,21,150.40889279375,16
1001,-1.1,0.9,-4.1,21,119.82888732857143,7
966,-1.1,0.8,-4.4,21,154.86112507500002,4
417,-1.3,1.2,-4.4,21,172.6700542,24
359,-1.3,1.1,-4.4,21,172.6700542,2
344,-1.3,1.1,-4.6,21,172.6700542,1
72,-1.4,0.9,-4.6,21,172.6700542,4
217,-1.3,0.9,-4.8,21,172.6700542,1
1013,-1.1,1.0,-4.7,21,154.86112507500002,4
719,-1.2,1.0,-4.0,21,101.4343377,29
1029,-1.1,1.0,-4.4,21,129.9286243,5
605,-1.2,0.9,-4.5,21,172.6700542,22
234,-1.3,0.9,-4.6,21,172.6700542,11
313,-1.3,1.0,-4.3,21,158.9604686,2
728,-1.2,1.1,-4.7,21,172.6700542,1
86,-1.4,1.0,-4.7,21,172.6700542,12
775,-1.2,1.1,-4.2,21,158.9604686,19
680,-1.2,1.0,-4.4,21,125.17957653333333,3
1022,-1.1,1.0,-4.5,21,137.05219595,2
90,-1.4,1.0,-4.6,21,172.6700542,1
319,-1.3,1.0,-4.2,21,101.4343377,1
725,-1.2,1.0,-3.9,21,101.4343377,1
326,-1.3,1.0,-4.1,21,101.4343377,15
616,-1.2,0.9,-4.4,21,125.17957653333333,6
761,-1.2,1.1,-4.3,21,158.9604686,14
971,-1.1,0.8,-3.8,21,158.9604686,1
692,-1.2,1.0,-4.3,21,107.18695079,20
672,-1.2,1.0,-4.5,21,137.05219595000003,6
330,-1.3,1.0,-4.0,21,101.4343377,1
336,-1.3,1.0,-3.7,21,101.4343377,6
627,-1.2,0.9,-4.3,21,158.9604686,10
138,-1.4,1.2,-4.3,21,172.6700542,6
337,-1.3,1.0,-3.6,21,101.4343377,2
457,-1.3,1.2,-4.1,21,158.9604686,6
339,-1.3,1.1,-4.7,21,172.6700542,3
992,-1.1,0.9,-4.3,21,158.9604686,6
110,-1.4,1.0,-3.7,21,101.4343377,1
635,-1.2,0.9,-4.2,21,144.578935875,8
113,-1.4,1.1,-4.8,21,172.6700542,1
972,-1.1,0.9,-4.8,21,101.4343377,2
0,-2.0,-3.8,-9.5,21,172.6700542,1
1266,-1.0,0.9,-3.9,21,149.3727801166667,6
1125,-1.1,1.1,-4.1,21,152.70096212857146,7
1295,-1.0,1.0,-4.1,21,152.9050864,19
1333,-1.0,1.1,-4.3,21,137.05219595,2
1577,-0.7,0.7,-4.0,21,172.6700542,1
1131,-1.1,1.1,-4.0,21,136.26492472857143,7
1304,-1.0,1.0,-4.0,21,128.50545812352942,17
1583,-0.7,0.8,-4.1,21,137.05219595,4
1421,-0.9,0.9,-4.2,21,172.6700542,2
1587,-0.7,0.8,-4.0,21,172.6700542,2
1417,-0.9,0.9,-4.4,21,172.6700542,2
1416,-0.9,0.8,-4.0,21,172.6700542,2
1415,-0.9,0.8,-4.1,21,172.6700542,1
1412,-0.9,0.7,-3.4,21,172.6700542,1
1516,-0.8,0.8,-4.0,21,101.4343377,1
1551,-0.8,1.0,-3.9,21,137.05219595,2
1592,-0.7,0.8,-3.9,21,165.81526140000003,6
1596,-0.7,0.8,-3.8,21,172.6700542,3
1267,-1.0,0.9,-3.8,21,158.9604686,2
1247,-1.0,0.9,-4.6,21,172.6700542,1
1246,-1.0,0.9,-4.7,21,172.6700542,2
1240,-1.0,0.8,-4.3,21,172.6700542,1
1236,-1.0,0.8,-4.4,21,172.6700542,1
1311,-1.0,1.0,-3.9,21,117.41381850555555,18
1365,-1.0,1.1,-3.9,21,172.6700542,1
1606,-0.7,0.9,-3.9,21,151.433728675,4
1315,-1.0,1.0,-3.8,21,101.4343377,3
1316,-1.0,1.0,-3.7,21,101.4343377,3
1611,-0.7,0.9,-3.8,21,137.05219595,2
1232,-1.0,0.7,-4.2,21,172.6700542,1
1231,-1.0,0.5,-3.1,21,172.6700542,1
1176,-1.1,1.2,-4.2,21,158.9604686,1
1441,-0.9,1.0,-4.3,21,101.4343377,1
1431,-0.9,0.9,-3.9,21,101.4343377,1
1545,-0.8,1.0,-4.0,21,172.6700542,1
1069,-1.1,1.0,-3.7,21,101.4343377,2
1531,-0.8,0.9,-3.9,21,158.9604686,2
1284,-1.0,1.0,-4.3,21,120.60971466666668,3
1278,-1.0,1.0,-4.4,21,106.18338546666668,15
1263,-1.0,0.9,-4.0,21,144.48294342857145,7
1524,-0.8,0.9,-4.1,21,172.6700542,2
1079,-1.1,1.1,-4.5,21,172.6700542,1
1274,-1.0,1.0,-4.5,21,172.6700542,1
1067,-1.1,1.0,-3.8,21,101.4343377,2
1270,-1.0,1.0,-4.6,21,101.4343377,3
1520,-0.8,0.8,-3.7,21,172.6700542,1
1268,-1.0,1.0,-4.8,21,101.4343377,1
1064,-1.1,1.0,-3.9,21,120.60971466666668,6
1513,-0.8,0.8,-4.1,21,101.4343377,1
1522,-0.8,0.9,-4.2,21,172.6700542,1
1089,-1.1,1.1,-4.4,21,101.4343377,2
1321,-1.0,1.1,-4.5,21,101.4343377,1
1448,-0.9,1.0,-4.1,21,101.4343377,1
1113,-1.1,1.1,-4.2,21,143.82201310000002,19
1253,-1.0,0.9,-4.3,21,172.6700542,1
1260,-1.0,0.9,-4.1,21,158.9604686,22
1462,-0.9,1.0,-3.8,21,101.4343377,1
1257,-1.0,0.9,-4.2,21,158.9604686,2
1104,-1.1,1.1,-4.3,21,136.26492472857143,7
1453,-0.9,1.0,-4.0,21,101.4343377,2
1289,-1.0,1.0,-4.2,21,158.9604686,12
1542,-0.8,1.0,-4.2,21,172.6700542,1
294,-1.3,1.0,-4.5,22,36.67262075,4
1296,-1.0,1.0,-4.1,22,42.849650200000006,3
915,-1.2,1.4,-4.3,22,41.985341,1
1312,-1.0,1.0,-3.9,22,41.985341,1
360,-1.3,1.1,-4.4,22,30.4955913,1
617,-1.2,0.9,-4.4,22,36.24046615,2
636,-1.2,0.9,-4.2,22,30.4955913,36
327,-1.3,1.0,-4.1,22,41.985341,1
606,-1.2,0.9,-4.5,22,41.985341,1
646,-1.2,0.9,-4.0,22,41.985341,1
1290,-1.0,1.0,-4.2,22,40.37883842,5
117,-1.4,1.1,-4.5,22,41.985341,1
314,-1.3,1.0,-4.3,22,42.8496502,1
331,-1.3,1.0,-4.0,22,41.985341,3
1514,-0.8,0.8,-4.1,22,41.985341,1
1334,-1.0,1.1,-4.3,22,42.8496502,1
1546,-0.8,1.0,-4.0,22,41.985341,1
1543,-0.8,1.0,-4.1,22,42.8496502,1
235,-1.3,0.9,-4.6,22,39.687391059999996,5
1454,-0.9,1.0,-4.0,22,42.8496502,1
194,-1.3,0.7,-4.4,22,41.985341,39
1478,-0.9,1.1,-4.1,22,41.985341,1
1484,-0.9,1.1,-4.0,22,41.985341,1
1532,-0.8,0.9,-3.9,22,40.033114739999995,5
750,-1.2,1.1,-4.4,22,42.8496502,1
776,-1.2,1.1,-4.2,22,42.8496502,18
1527,-0.8,0.9,-4.0,22,41.985341,4
1525,-0.8,0.9,-4.1,22,30.4955913,1
1488,-0.9,1.1,-3.9,22,41.985341,1
212,-1.3,0.8,-4.4,22,41.985341,1
214,-1.3,0.8,-4.3,22,30.4955913,14
186,-1.3,0.7,-4.5,22,41.985341,17
1565,-0.8,1.1,-4.0,22,30.4955913,1
1426,-0.9,0.9,-4.1,22,41.985341,1
1581,-0.7,0.8,-4.2,22,33.368028725,4
860,-1.2,1.2,-4.2,22,42.849650200000006,6
693,-1.2,1.0,-4.3,22,41.985341,1
1352,-1.0,1.1,-4.1,22,42.8496502,1
1607,-0.7,0.9,-3.9,22,38.443527499999995,3
162,-1.4,1.4,-4.4,22,41.985341,1
1598,-0.7,0.9,-4.2,22,41.985341,1
840,-1.2,1.2,-4.3,22,30.4955913,4
285,-1.3,1.0,-4.6,22,39.816200711111115,9
1366,-1.0,1.1,-3.9,22,41.985341,1
705,-1.2,1.0,-4.2,22,37.55505352857143,14
1382,-1.0,1.2,-4.2,22,30.4955913,1
712,-1.2,1.0,-4.1,22,34.32550786666667,3
1593,-0.7,0.8,-3.9,22,39.328980875,4
